stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Usuario\Source\Repos\Vanessa-webusr\JogoEmpilha\Release\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.08205] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08214] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08222] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08231] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08239] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08247] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08255] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08264] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08272] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08281] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08289] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08297] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08306] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08324] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08332] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08343] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08356] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08365] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08373] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08382] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08389] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08417] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08428] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08441] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08449] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08458] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08466] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08474] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08482] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08490] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08498] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08507] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08515] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08524] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08531] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08540] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08548] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08557] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08566] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08574] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08582] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08591] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08599] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08607] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08615] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08623] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08631] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08640] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08648] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08657] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08665] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08674] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08682] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08692] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08699] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08708] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08716] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08724] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08732] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08741] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08748] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08757] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08765] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08774] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08782] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08791] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08799] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08808] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08816] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08825] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08833] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08842] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08850] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08859] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08868] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08877] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08885] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08918] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08926] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08945] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08953] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08962] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.08980] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.11157] Chose a display format: 23
d3d      D         d3d_disp.cpp:1402 d3d_display_thread_proc          [   0.11260] going to call _al_win_create_faux_fullscreen_window
d3d      D         d3d_disp.cpp:1420 d3d_display_thread_proc          [   0.24003] Called _al_win_create_faux_fullscreen_window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.24027] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.59537] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.59589] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.59697] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.59734] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.59748] Returning d3d_display: 0051F188
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.59757] al_display=0051F188
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.59766] al_display->vt=0051F0A8
system   D            wsystem.c:819  maybe_parent_dir                 [   0.60159] Also searching C:\Users\Usuario\Source\Repos\Vanessa-webusr\JogoEmpilha\
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.60299] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:780  load_library_at_path             [   0.60375] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:783  load_library_at_path             [   0.61367] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.61399] Module "d3dx9_43.dll" loaded.
audio-dsound I           dsound.cpp:271  _dsound_open                     [   0.61495] Starting DirectSound...
audio-dsound D           dsound.cpp:280  _dsound_open                     [   0.66683] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:73   get_window                       [   0.66701] Using desktop window: 00010010
audio    I              audio.c:347  do_install_audio                 [   0.66727] Using DirectSound driver
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.66750] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.66766] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.66782] added dtor for voice 02DF5120, func 002314E2
dtor     D               dtor.c:196  _al_register_destructor          [   0.66798] added dtor for mixer 02D0D1F0, func 00231514
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.66814] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.66828] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.67300] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.67329] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.67671] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.67700] added dtor for sample_instance 02E28020, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67724] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67741] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67757] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.67772] added dtor for sample_instance 02E36858, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67788] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67802] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67815] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.67828] added dtor for sample_instance 02E45BE8, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67842] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67854] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67877] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.67919] added dtor for sample_instance 02E45DC8, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67933] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67943] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67951] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.67965] added dtor for sample_instance 02E59338, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67975] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67985] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67993] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68002] added dtor for sample_instance 02E59830, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68011] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68020] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68028] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68037] added dtor for sample_instance 02E59518, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68062] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68072] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68082] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68095] added dtor for sample_instance 02E59628, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68104] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68254] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68266] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68277] added dtor for sample_instance 02E59B10, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68288] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68297] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68305] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68314] added dtor for sample_instance 02E59DA0, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68323] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68331] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68339] 
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.68361] opening SuperMario256.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.68420] Font SuperMario256.ttf loaded with pixel size 0 x 60.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.68431]     ascent=45.0, descent=-15.0, height=60.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.68441] added dtor for ttf_font 02D0AD50, func 0008100F
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.68450] Loading sample trilha_menu.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.68459] opening trilha_menu.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.68569] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.68630] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.68646] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.68667] total_samples 2413440
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.68741] total_size 9653760
dtor     D               dtor.c:196  _al_register_destructor          [   0.94904] added dtor for sample 02DFAF38, func 0023109B
dtor     D               dtor.c:196  _al_register_destructor          [   0.94942] added dtor for sample_instance 02E5CE08, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.94970] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.94985]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.95067]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.95117] Loading sample trilha_sonora.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.95151] opening trilha_sonora.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.95340] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.95374] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.95386] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.95535] total_samples 6725376
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.95562] total_size 26901504
dtor     D               dtor.c:196  _al_register_destructor          [   1.82255] added dtor for sample 02DFAF80, func 0023109B
dtor     D               dtor.c:196  _al_register_destructor          [   1.82301] added dtor for sample_instance 02DF30C0, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.82342] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.82379]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.82429]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.82472] Loading sample trilha_gameover.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.82487] opening trilha_gameover.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.82624] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.82648] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.82665] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.82681] total_samples 73500
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.82696] total_size 294000
dtor     D               dtor.c:196  _al_register_destructor          [   1.85188] added dtor for sample 02DFB0A0, func 0023109B
dtor     D               dtor.c:196  _al_register_destructor          [   1.85236] added dtor for sample_instance 02DF32F0, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.85289] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.85328]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.85362]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.85393] Loading sample trilha_empilha.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.85436] opening trilha_empilha.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.85534] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.85614] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.85627] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.85638] total_samples 45643
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.85648] total_size 182572
dtor     D               dtor.c:196  _al_register_destructor          [   1.86181] added dtor for sample 02DFB1C0, func 0023109B
dtor     D               dtor.c:196  _al_register_destructor          [   1.86212] added dtor for sample_instance 02DF3408, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.86227] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.86241]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.86267]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.86290] Loading sample trilha_vitoria.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.86327] opening trilha_vitoria.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.86450] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.86470] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.86490] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.86510] total_samples 111436
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.86523] total_size 445744
dtor     D               dtor.c:196  _al_register_destructor          [   1.87893] added dtor for sample 02DFB058, func 0023109B
dtor     D               dtor.c:196  _al_register_destructor          [   1.87922] added dtor for sample_instance 02DF3520, func 002311F9
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.87946] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.87964]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.87980]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.87992] opening fundo_neve_caminhao.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.88032] opening fundo_neve_caminhao.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88091] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88108] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88119] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88129] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88139] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88149] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88159] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88169] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.88179] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.88233] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.88270] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.88308] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.88336] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.88752] added dtor for bitmap 02E7BE38, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.96645] opening pinguim_sprite_v2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.96711] opening pinguim_sprite_v2.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.96791] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.96809] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.96819] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.96829] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.96839] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.96854] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.96866] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.96881] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.96896] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.96905] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.96914] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.96923] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.96931] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.98188] added dtor for bitmap 02E7C188, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.03018] opening coffee_sprite_v1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.03318] opening coffee_sprite_v1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.03399] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.03468] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.03486] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.03501] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.03514] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.03537] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.03549] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.03561] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.03594] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.03608] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.03620] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.03632] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.03728] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.04432] added dtor for bitmap 02E7C330, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.04864] opening anvil_v1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.05067] opening anvil_v1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05112] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05159] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05172] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05192] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05205] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05218] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05228] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05238] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.05250] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.05275] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.05313] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.05363] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.05421] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.05511] added dtor for bitmap 02E7BFE0, func 0F4117D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.05644] opening vaso_v2.png rb
